ID,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q87,Field,Hierarchy,Junior,Norms Prestige,Norms Less well know,Stealing Ideas,Zero Sum,Seminar,Conferences,Collaborate,Cooperate,important_materials,important_manuscripts,plan_data,plan_code,plan_MS,plan_instrument,other_MS_require,other_MS_prestige,other_MS_cooper,other_MS_public,other_MS_lab,other_materials_require,other_materials_prestige,other_materials_cooper,other_materials_public,other_materials_lab,self_MS_require,self_MS_prestige,self_MS_cooper,self_MS_public,self_MS_lab,self_materials_require,self_materials_prestige,self_materials_cooper,self_materials_public,self_materials_lab,Years,Identify,control_MS,control_materials,field_talking,formal_training,man_use_now,man_use_future
98,6/9/22 7:05,6/9/22 7:58,0,18.10.85.59,100,3179,1,6/9/22 7:58,R_phCaUaaaSLmzBx7,,,,,42.3649,-71.0987,anonymous,EN,1,Neuroscience,3,4,4,5,4,4,4,2,4,2,5,5,5,5,5,,3,4,4,3,4,5,3,5,4,3,2,3,4,3,4,2,3,4,3,4,6,4,4,3,4,2,1,1
122,6/9/22 7:49,6/9/22 8:38,0,73.167.166.105,100,2934,1,6/9/22 8:38,R_2diitAOJiDe0I8Y,,,,,41.3764,-72.454,anonymous,EN,1,Neuroscience,5,1,5,5,3,5,2,2,5,4,5,5,3,,5,,4,5,5,3,5,5,4,3,3,5,5,5,4,3,5,5,4,3,3,5,6,3,2,2,2,2,20,1
139,6/9/22 9:04,6/9/22 9:10,0,24.62.77.89,100,368,1,6/9/22 9:10,R_30bEmHtICx6WOqz,,,,,42.3649,-71.0987,anonymous,EN,1,Condensed matter theory,4,2,4,4,2,5,2,1,2,2,3,5,,,5,,1,3,4,2,3,666,666,666,666,666,1,2,5,5,2,,,,,,6,5,2,4,3,2,20,2
149,6/9/22 9:27,6/9/22 9:34,0,24.218.81.228,100,440,1,6/9/22 9:34,R_u3M1HsPHw0EG4jD,,,,,42.3649,-71.0987,anonymous,EN,1,Microbiology,5,2,5,4,4,5,4,2,5,5,5,5,5,5,5,5,5,5,4,3,5,4,3,4,2,5,5,5,5,2,5,5,5,4,2,5,6,3,2,2,3,2,1,1
167,6/9/22 10:40,6/9/22 10:47,0,18.29.8.145,100,400,1,6/9/22 10:47,R_3fl2e0h6jtkUiJn,,,,,42.3649,-71.0987,anonymous,EN,1,Geophysics,3,2,3,2,3,4,5,2,4,5,5,5,,5,4,,4,5,4,666,3,4,3,4,666,666,1,5,5,4,1,1,4,5,3,1,6,4,4,4,3,2,1,1
173,6/9/22 11:10,6/9/22 11:15,0,18.31.1.143,100,321,1,6/9/22 11:15,R_PCD64P3AAPiJqIp,,,,,42.3649,-71.0987,anonymous,EN,1,Chemistry,4,2,4,2,4,3,1,1,5,3,5,4,4,4,4,,4,3,4,4,2,3,4,4,4,2,1,2,4,4,1,2,2,4,4,1,6,3,4,4,2,2,1,1
174,6/9/22 11:15,6/9/22 11:18,0,18.31.1.143,100,169,1,6/9/22 11:18,R_1n2e7IDLQVEQcRr,,,,,42.3649,-71.0987,anonymous,EN,1,Chemistry,4,2,4,2,4,3,1,1,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,2,2,2,4,4,2,2,2,4,4,2,6,3,4,4,2,2,1,1
184,6/9/22 13:35,6/9/22 13:54,0,18.25.30.151,100,1133,1,6/9/22 13:54,R_3QQXdPJzW4XtcuN,,,,,42.3649,-71.0987,anonymous,EN,1,Wireless Communications,2,4,2,3,3,3,1,1,4,4,4,4,3,,4,,5,5,3,3,5,5,5,4,4,5,5,4,3,3,5,5,5,4,5,4,6,4,3,2,4,2,1,2
193,6/9/22 18:13,6/9/22 18:18,0,18.29.27.187,100,297,1,6/9/22 18:18,R_p5cfH1EmUdRuk5X,,,,,42.3649,-71.0987,anonymous,EN,1,neuroscience,5,5,3,4,3,4,3,4,3,2,4,4,3,5,4,4,5,2,1,2,4,5,3,2,2,5,5,4,5,5,3,5,2,2,2,4,6,3,2,2,2,2,1,2
197,6/9/22 21:25,6/9/22 21:32,0,67.188.175.43,100,405,1,6/9/22 21:32,R_2s5SGixT4fSIBPc,,,,,37.8767,-122.2676,anonymous,EN,1,Physics,5,2,5,5,5,5,5,4,5,5,4,5,2,2,5,,3,5,5,5,5,4,4,5,5,5,1,5,5,5,3,,,,,,6,5,4,4,3,2,20,2
199,6/10/22 4:55,6/10/22 5:00,0,71.192.130.246,100,301,1,6/10/22 5:00,R_1HnRAlo0gkXcb1L,,,,,42.13,-72.5804,anonymous,EN,1,Chemistry,5,2,4,4,4,2,4,2,5,4,5,3,3,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,3,3,3,3,2,20,1
362,6/16/22 12:05,6/16/22 12:12,0,66.228.17.5,100,434,1,6/16/22 12:12,R_bCak6Hamz4olMvD,,,,,45.5472,-122.6417,anonymous,EN,1,Materials Science,4,2,1,4,3,1,2,1,4,4,5,5,5,4,5,5,5,5,2,3,5,3,2,4,4,4,4,4,4,4,5,2,3,5,4,4,6,4,3,4,3,2,1,1
391,6/17/22 10:58,6/17/22 11:03,0,18.29.7.92,100,287,1,6/17/22 11:03,R_3j8JwrF0qpfTqvF,,,,,42.3649,-71.0987,anonymous,EN,1,astrophysics,4,2,4,4,4,2,4,2,5,5,5,5,4,4,5,,2,3,5,3,4,666,666,5,666,666,1,5,5,4,3,1,1,4,4,1,6,5,5,3,5,1,1,1
397,6/16/22 17:43,6/17/22 14:51,0,18.31.21.189,100,76098,1,6/17/22 14:51,R_31hpb0yx74rIkW5,,,,,42.3649,-71.0987,anonymous,EN,1,physics,4,2,3,4,3,4,4,2,3,4,3,5,,,5,,3,5,5,3,3,4,3,3,3,3,2,4,4,4,3,3,3,4,4,3,6,4,4,4,3,2,20,2
461,6/24/22 17:17,6/24/22 17:20,0,18.29.7.237,100,194,1,6/24/22 17:20,R_3iEvSDYw6ES4sPg,,,,,42.3649,-71.0987,anonymous,EN,1,Chemistry,4,2,3,3,3,4,1,2,4,5,5,4,4,,4,,4,5,4,5,3,4,5,4,4,666,2,3,4,3,3,3,4,3,2,2,6,4,3,3,3,1,1,1
470,7/12/22 9:30,7/12/22 9:33,0,128.128.10.184,100,193,1,7/12/22 9:33,R_3G8PfVqbDLCfoXR,,,,,41.5694,-70.6152,anonymous,EN,1,Biological oceanography,3,2,3,4,4,2,3,2,5,5,5,5,5,5,5,5,5,4,4,5,4,5,4,4,5,4,1,2,4,5,2,2,2,5,5,2,6,5,5,5,5,1,1,1
474,7/12/22 9:31,7/12/22 9:36,0,18.29.17.50,100,289,1,7/12/22 9:36,R_1FPxEPfi0zXtebL,,,,,42.3649,-71.0987,anonymous,EN,1,Chemistry ,5,2,4,5,2,4,2,3,5,5,3,4,5,,4,,3,4,4,2,666,1,2,5,4,4,1,3,4,4,4,,,,,,6,4,2,2,4,2,20,1
475,7/12/22 9:31,7/12/22 9:36,0,18.25.28.193,100,342,1,7/12/22 9:36,R_3GexVjSOuVWEwue,,,,,42.3649,-71.0987,anonymous,EN,1,AMO Physics,5,2,4,4,3,5,1,2,4,4,4,4,2,2,5,,5,4,5,2,4,2,4,5,2,4,5,5,3,4,5,5,5,4,2,5,6,4,2,2,1,2,20,2
477,7/12/22 9:33,7/12/22 9:42,0,18.29.27.1,100,514,1,7/12/22 9:42,R_2YX2sP3wAvXMumI,,,,,42.3649,-71.0987,anonymous,EN,1,Physics,2,1,2,4,2,1,2,1,5,4,5,5,5,4,5,,4,4,5,4,5,666,3,5,5,4,4,4,5,5,4,5,4,5,5,4,6,5,4,5,5,2,1,1
480,7/12/22 9:43,7/12/22 9:48,0,18.10.11.57,100,323,1,7/12/22 9:48,R_22E7hPLX6H76Llq,,,,,42.3649,-71.0987,anonymous,EN,1,Chemistry,5,4,5,5,3,5,2,4,5,3,5,2,4,4,3,,5,5,2,2,4,4,5,2,2,5,,4,3,3,3,1,1,4,4,4,6,4,4,4,5,2,1,1
481,7/12/22 9:36,7/12/22 9:49,0,18.29.12.40,100,772,1,7/12/22 9:49,R_10usZQVvC9ScMVk,,,,,42.3649,-71.0987,anonymous,EN,1,Physics,5,1,3,2,5,4,4,3,4,5,5,5,5,1,5,,5,5,3,3,4,5,4,4,2,5,5,5,4,4,4,5,3,3,2,5,6,5,3,2,4,2,1,2
496,7/12/22 9:35,7/12/22 10:42,0,18.29.24.124,100,4025,1,7/12/22 10:42,R_3ReXCqfN6XCEnCp,,,,,42.3649,-71.0987,anonymous,EN,1,physics,2,2,3,4,2,2,4,2,4,3,4,4,4,4,4,4,4,5,5,5,5,3,3,5,4,3,3,4,5,5,3,3,4,5,5,3,6,4,3,3,4,2,20,2
507,7/12/22 14:45,7/12/22 14:53,0,192.31.105.226,100,459,1,7/12/22 14:53,R_RgapbvSB3YkYS2d,,,,,37.8906,-122.2936,anonymous,EN,1,geology,5,2,3,3,4,4,4,4,4,5,5,3,5,2,2,4,5,3,2,3,5,5,4,3,4,4,1,4,4,4,5,2,4,4,2,5,6,4,2,3,5,2,20,1
512,7/12/22 17:17,7/12/22 17:23,0,18.29.22.5,100,313,1,7/12/22 17:23,R_1GZJzgs1nO1oDgp,,,,,42.3649,-71.0987,anonymous,EN,1,Chemistry,4,5,5,5,4,5,5,1,3,5,4,4,2,4,2,4,4,5,2,4,5,4,5,5,4,5,5,5,5,5,5,3,5,5,5,5,6,2,5,5,4,1,20,2
520,7/13/22 11:14,7/13/22 11:19,0,128.128.123.90,100,254,1,7/13/22 11:19,R_2Se5PuzGYMcmdsi,,,,,41.5226,-70.6662,anonymous,EN,1,chemistry,2,2,4,4,2,2,2,3,4,4,5,5,5,3,4,4,5,4,4,3,5,5,3,4,4,5,4,2,4,4,1,5,2,5,5,4,6,2,2,2,3,2,1,2
29,6/9/22 6:54,6/9/22 7:01,0,130.44.155.198,100,407,1,6/9/22 7:01,R_2CywU06vRw7936G,,,,,42.3797,-71.1034,anonymous,EN,1,Biology,4,2,4,4,5,5,3,4,4,3,5,5,5,4,5,,666,4,4,4,4,5,3,4,3,5,,2,4,4,4,4,3,4,4,4,5,4,3,3,3,2,1,1
31,6/9/22 6:55,6/9/22 7:01,0,174.196.197.220,100,368,1,6/9/22 7:01,R_25MRy2Eji0ujLqN,,,,,42.3498,-71.0765,anonymous,EN,1,Biology education ,3,2,3,5,2,2,1,1,5,4,5,4,4,4,3,,5,4,4,4,666,5,4,4,4,4,4,3,4,4,4,4,3,4,4,4,5,2,3,3,3,2,1,1
48,6/9/22 6:58,6/9/22 7:11,0,18.29.29.194,100,783,1,6/9/22 7:11,R_22LAzyvbY3CrJ9x,,,,,42.3649,-71.0987,anonymous,EN,1,Biology,5,2,4,4,2,5,4,2,4,5,5,4,5,5,4,,3,4,5,3,4,5,4,4,2,5,5,3,5,1,3,5,4,3,2,4,5,4,3,4,4,2,1,1
54,6/9/22 7:04,6/9/22 7:17,0,24.62.75.148,100,777,1,6/9/22 7:17,R_1Qi5zJ7b2Lak6CC,,,,,42.3649,-71.0987,anonymous,EN,1,Biochemistry - Structural Biology,4,3,4,4,4,4,5,4,4,2,5,4,4,4,4,,4,4,5,3,5,4,5,5,3,5,1,2,4,4,5,4,2,5,4,5,5,5,2,3,5,2,1,1
62,6/9/22 7:18,6/9/22 7:22,0,71.232.18.21,100,229,1,6/9/22 7:22,R_1mso5MJ1r8Lcp57,,,,,42.3737,-71.1284,anonymous,EN,1,Cell biology,4,1,2,3,4,2,2,1,4,5,5,5,4,4,5,5,5,4,4,2,5,5,1,3,1,5,4,3,2,2,5,5,3,2,1,5,5,3,3,2,4,2,1,1
68,6/9/22 7:21,6/9/22 7:27,0,76.24.24.169,100,403,1,6/9/22 7:27,R_3QWMML0SAcXeHIj,,,,,42.3907,-71.1349,anonymous,EN,1,Atomic Physics,5,1,4,4,3,2,3,3,5,5,4,5,2,2,5,,1,4,4,2,5,1,3,4,2,666,1,2,3,3,3,,,,,,5,3,2,2,2,2,1,1
86,6/9/22 7:21,6/9/22 7:43,0,73.69.210.0,100,1312,1,6/9/22 7:43,R_2PuH2r5HYQWw6ze,,,,,42.3797,-71.1034,anonymous,EN,1,Biology,5,5,5,5,4,4,3,3,5,5,5,4,4,,4,,4,5,4,3,5,666,666,666,666,666,,4,3,2,5,,,,,5,5,5,1,1,1,2,20,2
97,6/9/22 7:50,6/9/22 7:56,0,73.234.173.120,100,331,1,6/9/22 7:56,R_2xxyL93REbink1W,,,,,42.3649,-71.0987,anonymous,EN,1,Physics,4,3,2,4,4,2,4,3,4,4,4,5,2,4,5,,3,5,5,2,3,5,2,3,2,4,3,5,5,2,3,5,2,4,1,3,5,4,4,3,3,2,1,1
99,6/9/22 7:53,6/9/22 7:59,0,146.115.29.47,100,352,1,6/9/22 7:59,R_TejSJEWLuioAJUt,,,,,42.415,-71.0527,anonymous,EN,1,Chemical Biology,3,3,3,3,2,2,3,2,4,4,4,4,4,5,5,,4,4,4,3,4,3,4,4,3,4,3,3,5,3,3,3,3,5,3,3,5,3,3,4,2,2,1,2
100,6/9/22 7:48,6/9/22 7:59,0,172.58.227.233,100,646,1,6/9/22 7:59,R_1XJIiEMIviq9iut,,,,,40.6627,-73.9138,anonymous,EN,1,Chemistry,2,1,2,2,2,2,2,3,5,5,5,4,5,5,4,3,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,2,1,1
114,6/9/22 8:16,6/9/22 8:22,0,216.180.86.117,100,330,1,6/9/22 8:22,R_1CfoQzmaTWJjS7e,,,,,42.3603,-71.0818,anonymous,EN,1,Biomaterials,5,3,4,4,4,5,4,3,5,5,5,5,5,,5,,5,5,4,3,5,5,4,3,3,4,4,4,4,3,4,,,,,,5,3,2,2,5,2,1,1
115,6/9/22 8:19,6/9/22 8:23,0,18.29.13.94,100,246,1,6/9/22 8:23,R_D2HAicTD2gRUWt3,,,,,42.3649,-71.0987,anonymous,EN,1,Geoscience,4,2,4,4,3,2,3,3,4,4,4,4,5,4,5,,4,4,4,4,4,5,3,4,3,3,4,4,5,4,3,4,3,5,4,3,5,4,4,4,3,2,1,1
117,6/9/22 8:20,6/9/22 8:26,0,18.29.29.127,100,364,1,6/9/22 8:26,R_3nx9RZlLfakZkoy,,,,,42.3649,-71.0987,anonymous,EN,1,Astronomy,4,2,2,3,2,2,2,2,5,5,5,5,,4,5,5,5,5,5,3,5,2,2,5,2,4,4,2,5,2,5,1,1,5,1,4,5,5,2,3,4,2,1,1
118,6/9/22 8:25,6/9/22 8:30,0,18.25.29.241,100,288,1,6/9/22 8:30,R_RLkSlKmSI6hBoRz,,,,,42.3649,-71.0987,anonymous,EN,1,Physics,5,2,5,5,1,4,4,2,4,4,5,5,4,5,5,2,666,5,5,2,4,4,2,3,4,666,3,5,5,5,5,2,5,5,5,2,5,5,3,3,1,2,1,1
120,6/9/22 8:28,6/9/22 8:36,0,18.10.90.233,100,443,1,6/9/22 8:36,R_3GfaZanchc1QxP8,,,,,42.3649,-71.0987,anonymous,EN,1,Condensed Matter Physics,2,3,2,4,3,1,2,3,4,5,5,5,5,4,5,,3,5,4,3,3,4,4,5,2,3,4,5,4,2,5,4,3,3,2,4,5,4,2,2,5,2,1,1
121,6/9/22 6:49,6/9/22 8:37,0,194.12.166.242,100,6514,1,6/9/22 8:37,R_XnXgyOKIMQxKEjD,,,,,46.2356,6.0747,anonymous,EN,1,Physics,5,2,2,4,2,2,2,2,3,5,4,5,,,,,2,3,3,1,1,1,2,4,1,1,,,,,,,,,,,5,4,2,1,3,1,1,1
128,6/9/22 8:43,6/9/22 8:51,0,170.223.207.116,100,449,1,6/9/22 8:51,R_2fCZMR9MOv12doU,,,,,42.3725,-71.1814,anonymous,EN,1,Biology,5,2,5,4,4,4,4,4,3,4,4,4,4,3,3,3,5,5,4,3,5,666,4,4,666,4,,4,4,3,5,,4,4,3,5,5,4,2,3,3,2,1,1
135,6/9/22 8:59,6/9/22 9:04,0,18.29.21.145,100,262,1,6/9/22 9:04,R_qC7DL6nainCppol,,,,,42.3649,-71.0987,anonymous,EN,1,Chemistry,4,2,4,5,4,2,4,4,5,5,5,5,5,,5,,1,2,4,2,4,3,4,5,2,5,1,1,5,1,4,1,1,5,1,5,5,5,3,3,3,2,1,2
142,6/9/22 9:09,6/9/22 9:15,0,128.119.239.48,100,334,1,6/9/22 9:15,R_2ZUfuklLf4KrVR8,,,,,42.2045,-71.8338,anonymous,EN,1,Physics,4,2,4,4,4,3,2,2,4,4,4,5,,,4,,4,4,4,2,5,2,2,4,1,3,1,2,4,2,4,1,2,4,2,4,5,3,3,3,3,2,1,1
145,6/9/22 8:51,6/9/22 9:23,0,18.29.0.167,100,1928,1,6/9/22 9:23,R_2ixafFPLDNTpk9X,,,,,42.3649,-71.0987,anonymous,EN,1,Cognitive science,4,1,2,2,3,1,4,1,3,4,5,5,5,5,5,5,4,4,3,2,5,3,4,4,2,4,3,4,4,4,3,3,4,4,4,3,5,4,5,5,5,1,1,1
152,6/9/22 9:42,6/9/22 9:48,0,18.10.69.63,100,322,1,6/9/22 9:48,R_3ELPVM0uaFWUOhX,,,,,42.3649,-71.0987,anonymous,EN,1,cell biology,4,1,1,4,4,4,4,1,5,5,5,4,5,,4,,5,2,5,5,666,3,3,5,5,3,5,2,5,5,5,5,3,5,5,3,5,4,3,3,4,1,20,2
153,6/9/22 9:15,6/9/22 9:49,0,18.31.6.170,100,2002,1,6/9/22 9:49,R_2uIirGYZqOHngCb,,,,,42.3649,-71.0987,anonymous,EN,1,cognitive science,5,2,2,2,3,3,2,2,5,5,5,5,4,5,5,4,5,3,3,4,,3,4,5,5,666,,,,,3,4,3,4,4,4,5,3,3,3,5,2,20,1
178,6/9/22 12:33,6/9/22 12:39,0,18.29.26.189,100,353,1,6/9/22 12:39,R_1dst6dP8DZnaw5N,,,,,42.3649,-71.0987,anonymous,EN,1,chemistry,5,4,5,5,4,4,4,4,5,5,5,5,,,,,5,3,3,1,5,4,4,4,1,5,,,,,,,,,,5,5,4,2,2,2,2,20,2
186,6/9/22 13:20,6/9/22 14:16,0,18.29.28.190,100,3342,1,6/9/22 14:16,R_27NyprylHyIwzWW,,,,,42.3649,-71.0987,anonymous,EN,1,Biology,4,3,3,4,3,3,4,2,5,5,5,5,5,5,5,5,4,5,5,4,4,3,3,5,4,4,4,5,5,4,4,4,3,5,4,4,5,4,2,2,3,2,20,1
200,6/10/22 6:08,6/10/22 6:18,0,173.48.228.226,100,596,1,6/10/22 6:18,R_3Rdy5TmdjavpozR,,,,,42.5278,-71.104,anonymous,EN,1,Chemistry,5,4,5,5,3,2,4,3,5,4,5,5,3,,3,,5,3,2,2,3,5,2,3,2,4,5,2,5,5,1,,,,,,5,3,2,2,3,1,1,2
207,6/10/22 12:06,6/10/22 12:15,0,18.29.7.183,100,525,1,6/10/22 12:15,R_9pPeCnDlFHi75BL,,,,,42.3649,-71.0987,anonymous,EN,1,Biology,5,3,4,4,4,3,4,3,4,5,5,5,,,,,666,5,4,666,5,666,666,666,666,666,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,1,1,1
209,6/11/22 13:55,6/11/22 14:02,0,66.30.112.126,100,420,1,6/11/22 14:02,R_32KDbzOO2HQKEkq,,,,,42.3907,-71.1349,anonymous,EN,1,Brain and Cognitive Sciences,5,5,5,4,5,5,2,4,5,5,5,5,,5,5,,3,4,4,1,1,1,1,1,1,1,1,1,5,5,1,1,1,5,5,1,5,1,5,5,5,2,1,1
213,6/13/22 7:30,6/13/22 7:37,0,18.29.16.88,100,412,1,6/13/22 7:37,R_1EcyMIg1Yxupdv1,,,,,42.3649,-71.0987,anonymous,EN,1,Life sciences,4,3,3,3,3,2,5,3,5,4,5,5,5,4,,5,5,4,666,666,5,5,4,666,666,5,5,3,5,5,4,5,3,5,5,4,5,4,2,2,5,2,1,1
218,6/14/22 8:39,6/14/22 8:44,0,18.31.28.129,100,336,1,6/14/22 8:44,R_vdzuggp2X6Kpxst,,,,,42.3649,-71.0987,anonymous,EN,1,Cancer Biology,4,2,2,2,3,2,3,1,5,5,5,2,5,5,2,5,4,3,4,3,5,4,2,5,5,5,,,,,,5,4,5,5,5,5,4,1,2,4,2,1,1
220,6/14/22 10:38,6/14/22 10:44,0,71.184.201.250,100,408,1,6/14/22 10:44,R_3s0n1NPwEMp8MXU,,,,,42.2904,-71.0712,anonymous,EN,1,Cognitive Science,4,3,5,4,4,3,4,3,4,4,5,4,,,,,4,3,2,2,5,5,3,3,2,5,,,,,,,,,,,5,3,2,2,2,2,1,1
225,6/15/22 18:00,6/15/22 18:11,0,18.29.28.72,100,666,1,6/15/22 18:11,R_2QMnDLS3XKNfx6n,,,,,42.3649,-71.0987,anonymous,EN,1,Physics,3,1,4,2,2,3,4,1,3,5,4,5,,,,,2,3,4,3,5,2,2,5,3,5,3,5,5,5,5,3,5,5,5,5,5,5,2,1,3,2,1,2
274,6/16/22 8:15,6/16/22 8:19,0,18.29.1.204,100,226,1,6/16/22 8:19,R_2OOTgzzXBGggt7G,,,,,42.3649,-71.0987,anonymous,EN,1,Chemistry,5,2,4,5,4,2,2,3,5,5,5,5,5,4,5,5,5,5,4,4,5,5,5,2,1,5,5,4,5,5,5,5,4,5,5,5,5,4,3,2,5,2,1,1
281,6/16/22 8:23,6/16/22 8:26,0,18.4.1.147,100,218,1,6/16/22 8:26,R_2TBEmsCMJFef09e,,,,,42.3649,-71.0987,anonymous,EN,1,Biology,4,3,4,5,4,3,5,2,4,5,5,4,5,5,4,4,5,4,4,4,5,5,4,3,3,5,3,3,4,4,5,5,3,4,4,5,5,5,2,3,3,2,1,1
284,6/16/22 8:18,6/16/22 8:29,0,18.29.1.169,100,621,1,6/16/22 8:29,R_3qlm0HxuEXAljbP,,,,,42.3649,-71.0987,anonymous,EN,1,Cancer Immunology,4,2,4,3,4,4,3,3,5,5,5,5,5,5,4,4,2,666,4,666,666,666,1,5,5,666,,1,5,,,,1,5,5,,5,4,2,3,2,2,1,2
336,6/16/22 9:45,6/16/22 9:51,0,18.29.31.86,100,354,1,6/16/22 9:51,R_2CIfVgAkOEXtfAk,,,,,42.3649,-71.0987,anonymous,EN,1,biophysics,5,5,5,5,4,5,4,4,4,4,5,5,5,,5,,5,5,4,3,5,5,5,3,3,5,4,4,5,5,5,4,5,5,5,5,5,5,3,4,5,2,20,1
355,6/16/22 10:48,6/16/22 10:53,0,99.241.31.55,100,295,1,6/16/22 10:53,R_2P0ubvmYWiVQjTe,,,,,43.7687,-79.4109,anonymous,EN,1,Astrophysics,4,1,4,4,3,2,2,2,4,5,4,5,4,4,5,,3,3,5,5,5,3,4,5,4,4,1,2,5,2,2,2,1,4,4,3,5,4,4,4,3,2,1,1
378,6/16/22 16:32,6/16/22 16:41,0,18.10.69.233,100,524,1,6/16/22 16:41,R_3JsHthFsOzchyCj,,,,,42.3649,-71.0987,anonymous,EN,1,Biology,4,2,4,2,1,4,4,3,5,5,5,5,5,5,5,5,666,1,5,5,,3,1,5,3,5,4,1,5,5,5,3,1,5,5,5,5,5,3,1,5,2,1,1
384,6/16/22 19:08,6/16/22 19:18,0,74.104.183.44,100,644,1,6/16/22 19:18,R_27go9QqtnNU9us2,,,,,42.4748,-71.4499,anonymous,EN,1,Simulation development,3,1,2,2,2,3,2,3,5,5,5,5,,,,,4,5,5,3,5,666,4,5,3,3,,,,,,,,,,,5,4,2,3,4,2,1,1
483,7/12/22 9:44,7/12/22 9:53,0,18.29.17.120,100,507,1,7/12/22 9:53,R_1C8dVS5xTws5bSU,,,,,42.3649,-71.0987,anonymous,EN,1,Biology,4,4,4,4,4,4,4,3,4,5,5,5,5,5,5,,4,5,4,4,3,4,5,4,4,3,3,4,5,5,1,3,2,5,4,4,5,3,3,3,3,2,1,1
500,7/12/22 10:52,7/12/22 10:59,0,192.54.222.158,100,411,1,7/12/22 10:59,R_1ovhf4absn8WbG3,,,,,42.3649,-71.0987,anonymous,EN,1,Chemistry,4,4,3,4,4,4,4,2,4,4,5,5,5,,3,,5,5,4,3,4,5,5,666,666,666,3,3,5,5,4,,,,,,5,5,2,2,3,1,1,2
521,7/13/22 12:16,7/13/22 12:23,0,18.10.90.172,100,423,1,7/13/22 12:23,R_A0PqylFsJWBW3AZ,,,,,42.3649,-71.0987,anonymous,EN,1,Physical chemistry,4,2,4,3,3,2,1,2,3,5,4,4,5,5,5,,3,3,4,3,3,2,1,3,3,4,1,1,5,5,2,2,1,3,3,3,5,4,3,3,2,2,1,2
581,7/21/22 15:41,7/21/22 15:45,0,18.29.24.173,100,251,1,7/21/22 15:45,R_2tyWBhnyTEhpluw,,,,,42.3649,-71.0987,anonymous,EN,1,Cognitive science,4,2,4,3,1,2,2,1,4,4,5,5,5,5,4,4,5,5,3,2,4,5,1,2,1,4,1,4,5,3,1,1,2,5,1,1,5,4,4,4,5,1,1,1
223,6/15/22 12:52,6/15/22 13:07,0,18.29.22.45,100,853,1,6/15/22 13:07,R_3nGdkP5MnYEDDga,,,,,42.3649,-71.0987,anonymous,EN,1,Biology,4,1,3,4,4,3,2,3,4,4,5,5,5,5,5,,4,5,4,5,5,5,3,5,5,5,1,3,5,5,5,1,3,5,5,5,4.5,5,3,4,5,1,1,2
37,6/9/22 6:54,6/9/22 7:04,0,24.218.36.154,100,597,1,6/9/22 7:04,R_vIycXUesxsHiN3z,,,,,41.9082,-71.1031,anonymous,EN,1,biology,5,3,5,4,4,3,1,1,4,5,5,5,5,5,5,,3,5,3,2,5,4,3,4,2,3,4,5,4,3,5,1,4,5,2,5,4,4,1,2,4,2,1,1
46,6/9/22 7:07,6/9/22 7:10,0,194.12.190.246,100,221,1,6/9/22 7:10,R_3s6ANCWLPa8hU6l,,,,,47.1449,8.1551,anonymous,EN,1,High Energy Physics,5,2,4,2,4,4,3,2,5,5,5,5,1,5,5,,666,3,4,4,4,4,4,5,3,4,4,4,4,2,4,3,3,5,2,4,4,3,1,3,3,2,1,1
87,6/9/22 7:39,6/9/22 7:45,0,18.10.71.157,100,376,1,6/9/22 7:45,R_2ymyjpKUKrTy7qu,,,,,42.3649,-71.0987,anonymous,EN,1,Nuclear Engineering,4,2,4,4,2,1,4,2,5,4,4,4,4,4,,,666,2,5,5,4,4,3,5,5,4,3,1,4,4,5,4,2,5,4,5,4,4,4,5,3,1,1,1
119,6/9/22 8:28,6/9/22 8:34,0,18.29.30.67,100,345,1,6/9/22 8:34,R_22Sbrcryy23Cs8j,,,,,42.3649,-71.0987,anonymous,EN,1,Microbiology,3,1,2,4,2,2,2,1,2,4,5,4,5,4,4,,5,5,4,5,5,5,5,4,3,5,5,2,3,1,5,5,3,3,2,5,4,5,3,3,4,2,1,1
126,6/9/22 8:42,6/9/22 8:46,0,73.114.11.17,100,204,1,6/9/22 8:46,R_D5K9S43NaLpda0h,,,,,42.3649,-71.0987,anonymous,EN,1,Astrophysics,3,1,2,2,2,1,2,2,5,5,5,5,5,1,5,,5,4,5,4,5,5,3,5,1,3,1,5,5,2,3,1,2,3,1,3,4,5,5,3,4,1,1,1
131,6/9/22 8:39,6/9/22 8:57,0,18.31.22.240,100,1081,1,6/9/22 8:57,R_1OjLI8o0DfenZTa,,,,,42.3649,-71.0987,anonymous,EN,1,Physics,3,2,4,3,2,3,4,2,4,5,5,5,,,,,666,666,4,5,666,666,666,4,5,666,,,,,,,,,,,4,3,2,2,5,1,1,1
